timestamp,emp_id,emp_class,branch_id,session_id,ip_address,vpn_proxy_flag,user_agent,device_fingerprint,is_fraud_flag
2025-10-01 11:24:23,EMP_1123,CLERK,BR_08,51538ed4-812b-40b9-83c6-e7043f7fac21,10.8.41.135,0,Opera/8.19.(Windows NT 10.0; bo-CN) Presto/2.9.174 Version/12.00,eea46abc63175365,0
2025-10-01 11:30:00,EMP_1002,CLERK,BR_20,81794c8a-2b19-4f09-ab2c-b5ed5287e8b6,10.20.155.2,0,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_8 rv:4.0; hr-HR) AppleWebKit/532.33.3 (KHTML, like Gecko) Version/5.0 Safari/532.33.3",7ac304f01b2b5078,0
2025-10-01 11:37:03,EMP_1108,CLERK,BR_18,e225f742-9176-4133-bb1f-aeb212584a84,10.18.229.143,0,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/18.0.881.0 Safari/531.2",a0f11c4601c642bf,0
2025-10-01 11:38:45,EMP_1047,CLERK,BR_10,d9ee2b85-2089-4f63-bcf1-311b33fc8223,10.10.105.18,0,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_9; rv:1.9.3.20) Gecko/5922-09-29 08:06:55 Firefox/12.0,9ef5a50dccb6d6f9,0
2025-10-01 11:44:06,EMP_1128,CLERK,BR_03,5d1614c0-16d3-4ead-885c-83f69b3e3a76,10.3.244.135,0,Opera/8.58.(X11; Linux i686; id-ID) Presto/2.9.185 Version/12.00,7bd0147e0654abd2,0
2025-10-01 11:47:07,EMP_1289,CLERK,BR_09,d378edee-f878-4a80-8dc9-1e1a8657b12a,10.9.30.240,0,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/34.0.835.0 Safari/534.0",c488b955c9563031,0
2025-10-01 12:17:25,EMP_1189,CLERK,BR_15,dabe72d3-1d18-48db-b2e8-35a0c9571f25,10.15.220.207,0,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; kn-IN) AppleWebKit/533.3.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.3.1",89f2759059ce6803,0
2025-10-01 12:20:03,EMP_1376,CLERK,BR_02,1433f0d5-063a-4dbe-bc69-3c290eb5208f,10.2.124.9,0,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_6 rv:4.0; uz-UZ) AppleWebKit/532.24.4 (KHTML, like Gecko) Version/5.1 Safari/532.24.4",c85b527bfaba1d62,0
2025-10-01 12:23:01,EMP_1369,CLERK,BR_16,db45e0eb-7c2a-4b2b-bfcd-a18cbf9a51c5,10.16.41.168,0,Opera/8.48.(X11; Linux i686; ti-ET) Presto/2.9.172 Version/12.00,ee75924a0304c348,0
2025-10-01 12:37:40,EMP_1183,MANAGER,BR_06,7969046c-783b-4761-9058-cd5766945854,10.6.172.203,0,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.1),09ac26def6835793,0
2025-10-01 12:40:02,EMP_1426,CLERK,BR_09,20d55cd0-650a-4df5-9eae-532faf676441,10.9.11.102,0,Opera/8.94.(Windows NT 5.1; wa-BE) Presto/2.9.176 Version/11.00,589e7322c4849ff8,0
2025-10-01 12:48:29,EMP_1370,CLERK,BR_04,e25eb725-a831-4931-9620-f9f7543fcddc,10.4.115.164,0,"Mozilla/5.0 (Windows 95) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/28.0.860.0 Safari/533.2",74f660002c06f2de,0
2025-10-01 13:09:39,EMP_1092,CLERK,BR_15,b62cf06a-f6d0-44ba-be2c-d6a8cd043a9a,10.15.98.159,0,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/42.0.885.0 Safari/531.1",e6f619dd90f8e298,0
2025-10-01 13:51:22,EMP_1467,CLERK,BR_19,a48fd671-65ec-44e2-b00e-c0a428a6e969,10.19.43.186,0,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.0),7f17c05d3c43105c,0
2025-10-01 13:53:40,EMP_1436,CLERK,BR_03,37151242-58cd-46a2-8389-1efdb5bfd1d9,10.3.31.181,0,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.1),ad1f2f490863a710,0
2025-10-01 13:57:03,EMP_1041,CLERK,BR_19,dd9b4c1f-ce82-4516-bdd4-871abb72f835,10.19.197.4,0,Mozilla/5.0 (Android 4.0; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,f4b17cada13427e0,0
2025-10-01 14:01:47,EMP_1198,CLERK,BR_01,814295e1-1813-47ef-87da-0df6b7eb62ed,10.1.230.196,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/42.0.823.0 Safari/534.1",b36df94af3fed162,0
2025-10-01 14:05:24,EMP_1357,CLERK,BR_16,9a4ca298-694d-488e-85cd-ec4bf1bca3ed,10.16.124.254,0,Opera/9.12.(Windows NT 10.0; mt-MT) Presto/2.9.186 Version/10.00,4cc3c900741c0e04,0
2025-10-01 14:09:56,EMP_1199,MANAGER,BR_18,6f812977-e061-4cd2-a808-444735900afc,10.18.194.22,0,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; as-IN) AppleWebKit/531.23.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6531.23.2",f56b5b8a951ebed3,0
2025-10-01 14:25:08,EMP_1093,CLERK,BR_02,486e732a-2a6f-4d7e-a361-deeea2158831,10.2.250.182,0,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.0),311b32e5eef0440b,0
2025-10-01 14:33:18,EMP_1021,CLERK,BR_14,5b81f095-fe6e-4412-b956-16790bd0550b,10.14.24.196,0,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6; rv:1.9.4.20) Gecko/7940-10-04 14:30:26 Firefox/3.8,521dc65eca9f9961,0
2025-10-01 14:49:23,EMP_1226,CLERK,BR_04,20deff79-b0eb-488a-a78d-4cc47c49659a,10.4.62.147,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_7 rv:3.0; kok-IN) AppleWebKit/535.50.4 (KHTML, like Gecko) Version/5.1 Safari/535.50.4",f4c913f80af7bd77,0
2025-10-01 15:14:24,EMP_1425,CLERK,BR_08,87b5e536-c545-4611-bca5-684e3cdd9ae7,10.8.76.43,0,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1),38276c699ce14193,0
2025-10-01 15:30:34,EMP_1123,CLERK,BR_08,71da407f-2da4-4d7e-a90e-2c612ba46eb0,10.8.126.175,0,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),eea46abc63175365,0
2025-10-01 15:30:53,EMP_1460,MANAGER,BR_01,c8e50719-e81a-4629-8540-7856d5457a60,10.1.60.33,0,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; pl-PL) AppleWebKit/531.34.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.34.2",e55ba89b927792f0,0
2025-10-01 15:41:04,EMP_1405,CLERK,BR_09,97a8ef6f-fb40-4031-82a8-f4066ba77490,10.9.130.210,0,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/5076-07-04 04:54:13 Firefox/3.8,fb9ee23b415fafc4,0
2025-10-01 15:46:28,EMP_1031,CLERK,BR_11,e6b67cd2-cacd-4875-aa7e-1867b51e0ef5,10.11.76.77,0,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1),a508fd0b6449e4a9,0
2025-10-01 16:01:50,EMP_1437,CLERK,BR_02,c25197ea-f3fb-4ed6-a28f-b58b1b2f0fa4,10.2.169.173,0,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/13.1s1671.0 Mobile/75P204 Safari/534.1",ece86ec479dd1a40,0
2025-10-01 16:08:30,EMP_1250,CLERK,BR_01,f320b823-0dd1-413b-85fb-a152c13ec357,10.1.19.36,0,Opera/8.36.(Windows NT 6.0; tig-ER) Presto/2.9.179 Version/12.00,2630c12f0f8b7f7e,0
2025-10-01 16:10:20,EMP_1105,CLERK,BR_20,632d33c0-31a3-48f9-b9f4-bc8cb29304ab,206.228.160.231,0,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_1; rv:1.9.2.20) Gecko/7763-04-22 22:54:41 Firefox/5.0,a92995c973530e9c,0
2025-10-01 16:18:02,EMP_1341,CLERK,BR_04,c2d96c47-8a08-4f32-91c9-4c9ee1fd6efe,10.4.21.74,0,Opera/8.65.(X11; Linux x86_64; quz-PE) Presto/2.9.174 Version/10.00,058d7d4d88f4e633,0
2025-10-01 16:29:32,EMP_1189,CLERK,BR_15,f580dd48-ffb5-4185-9723-7cb6b6986250,10.15.129.209,0,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.0),4d26e43eb13999cc,0
2025-10-01 16:58:45,EMP_1376,CLERK,BR_02,85e613d6-38a5-40a8-8927-4085a9ec93a1,10.2.153.122,0,Mozilla/5.0 (Android 2.3; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,f50332152f72f763,0
2025-10-01 17:00:50,EMP_1064,CLERK,BR_11,2bf97e0e-faf8-49bf-99e3-634784bbc7a3,10.11.76.77,0,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_7 rv:2.0; ber-DZ) AppleWebKit/531.43.7 (KHTML, like Gecko) Version/5.0.4 Safari/531.43.7",640acbdb0d377971,0
2025-10-01 17:01:19,EMP_1312,CLERK,BR_19,75587f86-45c2-476a-93af-9a3014f0de1a,10.19.13.23,0,Opera/9.80.(Windows 95; tn-ZA) Presto/2.9.182 Version/10.00,3f54c330af4bc13a,0
2025-10-01 17:10:46,EMP_1102,CLERK,BR_20,81f455f1-4c9a-408a-991b-bc88822352a5,10.20.128.242,0,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/45.0.890.0 Safari/535.1",f0f39164baf5dd8a,0
2025-10-01 17:12:56,EMP_1377,CLERK,BR_05,4dce91c5-85f7-46e0-af46-c20facdaf1ff,10.5.148.225,0,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/44.0.819.0 Safari/533.1",543c4dca30cc1717,0
2025-10-01 17:21:04,EMP_1196,CLERK,BR_03,b8e21233-6249-4147-be7c-455c09e0df67,10.3.166.170,1,Opera/8.73.(Windows NT 5.0; or-IN) Presto/2.9.172 Version/12.00,56979ad13d05a2c2,0
2025-10-01 17:28:17,EMP_1022,CLERK,BR_03,4dcc29da-124c-4703-9c89-469133ca7d67,10.3.244.135,0,"Mozilla/5.0 (iPad; CPU iPad OS 4_3_5 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/34.0.886.0 Mobile/95Q171 Safari/532.2",a83a085a2f61fb7d,0
2025-10-01 17:40:59,EMP_1309,CLERK,BR_13,056298d2-77c8-4cdf-8733-1692f542af00,10.13.50.206,0,Opera/8.89.(X11; Linux x86_64; tl-PH) Presto/2.9.187 Version/12.00,644a69652261e0a9,0
2025-10-01 17:54:03,EMP_1476,CLERK,BR_14,0fc86175-ba7d-4456-87b2-13721fa8100b,10.14.71.185,0,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/32.0.803.0 Safari/532.2",0eaaf8094f62bc6e,0
2025-10-01 17:54:32,EMP_1064,CLERK,BR_11,63485b90-d323-4a59-923e-5a20f0c2e86d,10.11.111.194,0,Mozilla/5.0 (Android 5.0.2; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0,640acbdb0d377971,0
2025-10-01 17:55:36,EMP_1311,CLERK,BR_10,851d02f4-49bf-4510-a461-db8175863197,10.10.217.137,0,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),7dcc8f502015e4fd,0
2025-10-01 18:10:31,EMP_1325,CLERK,BR_09,05232595-0ece-40db-967d-1cf86e775b90,10.9.68.168,0,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; lij-IT) AppleWebKit/534.19.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.19.7",b2940501df93c7ac,0
2025-10-01 18:33:19,EMP_1022,CLERK,BR_03,7c2b5f30-93cc-473c-9d93-b061ea403f96,10.3.192.81,0,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.1),6158851280a76313,0
2025-10-01 18:49:27,EMP_1104,CLERK,BR_15,b43b89b8-13ce-48bd-85ed-06026121401d,10.15.249.5,0,Opera/9.31.(Windows CE; de-LI) Presto/2.9.188 Version/11.00,a9383f37bb8f9426,0
2025-10-01 19:02:47,EMP_1047,CLERK,BR_10,3b88f95d-bf83-492b-a468-b3da32dec8be,10.10.1.194,0,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.1),9ef5a50dccb6d6f9,0
2025-10-01 19:05:34,EMP_1093,CLERK,BR_02,0f21a3fe-2a69-4fe2-a7f8-21f175ffb0ce,10.2.26.150,0,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/14.0.879.0 Mobile/23C685 Safari/534.0",311b32e5eef0440b,0
2025-10-01 19:08:02,EMP_1143,CLERK,BR_07,c1d93860-bd92-452c-986f-b7839c4cdc34,10.7.113.57,0,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.0),41243c38dcd2ff32,0
2025-10-01 19:14:32,EMP_1292,CLERK,BR_18,3a701807-8f61-4d73-9338-c9c436386edc,10.18.194.22,0,Opera/8.14.(X11; Linux x86_64; uk-UA) Presto/2.9.163 Version/10.00,fb1f6ad8057bffe9,0
2025-10-01 19:15:51,EMP_1052,MANAGER,BR_11,f2e44821-afe6-44c0-b72b-e62f924d7c4f,10.11.89.161,0,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.0),3e2a07e804463d6e,0
2025-10-01 19:19:03,EMP_1118,CLERK,BR_08,3706f84e-d91c-498e-81d6-1ccbe09857b1,10.8.103.147,0,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/532.25.4 (KHTML, like Gecko) Version/5.0 Safari/532.25.4",e7e2a3e2f86abb40,0
2025-10-01 19:35:25,EMP_1334,CLERK,BR_07,db65d3fc-ad73-4dfe-9bd4-a43e1b56cddc,10.7.184.178,0,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/4.1),755c6489ea2dc5d9,0
2025-10-01 19:38:38,EMP_1056,CLERK,BR_07,3dc59b7d-0d06-4ba3-a5a3-713af5403412,10.7.71.123,0,"Mozilla/5.0 (Windows CE) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/21.0.872.0 Safari/534.1",ed6226d15f5a8b2c,0
2025-10-01 19:43:20,EMP_1259,CLERK,BR_06,49799dfa-daf6-4e2a-aa7d-79857f1669f6,10.6.234.166,0,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; am-ET) AppleWebKit/533.12.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.12.1",125eef80f0c91842,0
2025-10-01 19:54:35,EMP_1486,CLERK,BR_11,aa3ef84f-316b-415d-a3f3-f7ab6f838e94,10.11.31.143,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/45.0.828.0 Safari/536.0",381f6ff7eb13b247,0
2025-10-01 20:19:52,EMP_1290,CLERK,BR_20,0061ae0f-ec4a-4f7e-bdb4-7b42cb61816c,10.20.163.75,0,"Mozilla/5.0 (Linux; Android 3.2.6) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/40.0.857.0 Safari/533.2",25eef45d8603026d,0
2025-10-01 21:01:47,EMP_1130,CLERK,BR_05,53b6c831-b59d-4504-a993-0d1329b634d4,10.5.70.2,0,Opera/9.57.(X11; Linux i686; kn-IN) Presto/2.9.170 Version/12.00,053b5411b1467860,0
2025-10-01 21:35:28,EMP_1498,CLERK,BR_04,41e0f5f3-5152-4951-a679-ae40d283eb75,10.4.131.192,0,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2619-12-17 01:30:58 Firefox/5.0,d4fd9de43569e64d,0
2025-10-01 21:48:06,EMP_1437,CLERK,BR_02,2aff17ee-8f20-4bfe-98bb-3c97bab8193f,10.2.172.130,0,Opera/9.99.(X11; Linux i686; th-TH) Presto/2.9.160 Version/10.00,ece86ec479dd1a40,0
2025-10-02 08:07:14,EMP_1229,MANAGER,BR_10,9c3a674d-8117-4c69-b5a2-e83996c4370b,221.108.180.212,0,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.0),cd3e4e35d60d7da2,0
2025-10-02 09:04:18,EMP_1351,CLERK,BR_09,c77a32c8-b53a-4226-a19a-88700353c575,10.9.69.197,0,Mozilla/5.0 (Windows 98; Win 9x 4.90; es-UY; rv:1.9.0.20) Gecko/8419-04-15 23:19:26 Firefox/3.8,11a64d83f44377c3,0
2025-10-02 09:16:44,EMP_1216,CLERK,BR_07,53207bf6-38e3-4df7-93cd-c8475b92e697,10.7.60.120,0,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.1),6bf391ee9d8fc1d1,0
2025-10-02 09:50:03,EMP_1308,CLERK,BR_08,59b4e4d5-742c-4ba2-a87c-45e25e299e67,10.8.185.20,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/24.0.816.0 Safari/532.1",4870038fc3249615,0
2025-10-02 09:51:28,EMP_1348,CLERK,BR_01,1f0e047d-e906-4f06-9d89-4701a359d8ce,10.1.143.212,0,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/53.0.853.0 Safari/534.2",6e0ac05bfbf145a6,0
2025-10-02 10:07:25,EMP_1045,CLERK,BR_01,7e0c80ec-8ca2-46a9-bd85-358f09917167,10.1.20.12,0,Opera/9.38.(X11; Linux x86_64; sat-IN) Presto/2.9.172 Version/11.00,b4bbc78dfb1c2cac,0
2025-10-02 10:17:59,EMP_1495,CLERK,BR_11,4099a984-6019-4867-9bd3-835e956cff16,10.11.76.77,0,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.0),375e8a60cb08d01d,0
2025-10-02 10:43:45,EMP_1465,CLERK,BR_01,d0c4c794-b30b-4a68-96a1-e196883a0e07,10.1.201.254,0,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_2 rv:6.0; hi-IN) AppleWebKit/535.13.7 (KHTML, like Gecko) Version/5.0 Safari/535.13.7",e6a0b7e13726d9e8,0
2025-10-02 10:51:13,EMP_1452,CLERK,BR_15,58d94b39-7797-489e-bb84-b97137b59c36,10.15.49.135,0,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_4 rv:4.0; en-SG) AppleWebKit/535.29.6 (KHTML, like Gecko) Version/5.0.3 Safari/535.29.6",576f2d4a2b76548b,0
2025-10-02 10:54:40,EMP_1274,CLERK,BR_08,81c2e1b8-3364-443f-8b5f-eba65ba8d733,10.8.105.184,0,Opera/8.88.(Windows 95; lv-LV) Presto/2.9.162 Version/12.00,66932b63e3f3fe64,0
2025-10-02 11:00:27,EMP_1000,CLERK,BR_02,097452fd-e3c6-41f3-b507-b9358e5874a1,10.2.194.38,1,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ss-ZA) AppleWebKit/535.25.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.25.4",26fa07033ddeccaf,0
2025-10-02 11:09:35,EMP_1269,CLERK,BR_11,5b3df32e-c3f3-4362-bdfb-cd01fec6b976,10.11.154.225,0,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/11.5v1518.0 Mobile/46B659 Safari/533.1",7c5f421099926b4e,0
2025-10-02 11:14:47,EMP_1035,CLERK,BR_05,f4bcac89-617c-4f64-be6b-b8b416f2c4ae,10.5.89.107,0,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/44.0.824.0 Safari/536.2",d29cf984f183a41e,0
2025-10-02 11:18:37,EMP_1425,CLERK,BR_08,9af7e45c-cc79-44a5-b94b-10cd6fd35392,10.8.111.196,0,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_9 rv:4.0; be-BY) AppleWebKit/534.10.2 (KHTML, like Gecko) Version/4.1 Safari/534.10.2",38276c699ce14193,0
2025-10-02 11:24:10,EMP_1150,CLERK,BR_16,aab26c22-2cde-4f17-8680-292d8a50004d,10.16.243.15,0,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/15.4d0758.0 Mobile/86E239 Safari/534.2",1d5cde098d79e1fe,0
2025-10-02 11:24:28,EMP_1162,CLERK,BR_09,1448f751-57a7-430b-bee3-92a98126d3ff,10.9.11.102,0,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.1),c9a4bb959b703611,0
2025-10-02 11:46:40,EMP_1466,CLERK,BR_09,1d3c88fe-f64d-499c-ae74-1605416ab330,10.9.37.12,0,"Mozilla/5.0 (iPad; CPU iPad OS 17_4_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/9.0e1043.0 Mobile/47T277 Safari/532.0",f572e210cb4269ba,0
2025-10-02 11:53:25,EMP_1439,CLERK,BR_10,0a4824ce-e496-426f-b327-0772f7fd75ee,10.10.105.18,0,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_1 rv:6.0; ti-ET) AppleWebKit/532.46.2 (KHTML, like Gecko) Version/5.0 Safari/532.46.2",96ac08ec3ab1a345,0
2025-10-02 12:08:17,EMP_1304,CLERK,BR_15,ef15cc57-c9a5-4db8-b414-cf20e54408bf,10.15.49.135,0,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/19.0.898.0 Safari/536.1",596496e67cb607a6,0
2025-10-02 12:33:05,EMP_1272,CLERK,BR_09,e8ec9185-5b64-4434-8cc7-de9c3f8fcbaa,10.9.92.197,0,"Mozilla/5.0 (Linux; Android 2.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/54.0.842.0 Safari/536.1",b32660636d0348e5,0
2025-10-02 12:39:37,EMP_1175,CLERK,BR_13,4acb8999-3ec0-4f5c-bf16-31b756639f35,203.75.32.207,0,Opera/9.57.(X11; Linux x86_64; ky-KG) Presto/2.9.175 Version/12.00,bf16cc8467e4597d,0
2025-10-02 12:41:18,EMP_1420,CLERK,BR_08,e141f930-255c-487d-a202-61dbe63fd251,10.8.241.194,0,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; tg-TJ) AppleWebKit/533.6.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6533.6.6",fd74938a43f83baf,0
