timestamp,transaction_id,emp_id,emp_class,branch_id,action_type,amount,account_touched,destination_account,transfer_channel,session_id,ip_address,raw_complaint_text,hr_remark_text,dest_account_watchlisted,is_fraud_flag,dwell_time_seconds,records_accessed,calendar_context,login_hour,off_hours_flag
2025-10-01 09:11:40,a81b553b-679e-440e-bddf-be57edc2316e,EMP_1047,CLERK,BR_10,Initiate,2167068.0,ACC_3811,ACC_123,NEFT,50128296-a7ed-4c44-8ca1-3ea24c4229a0,10.10.194.211,Second complaint this month: demanded bribe from small business owner.,CBI referral recommended by internal audit committee.,1,1,286.5,122,NORMAL,9,0
2025-10-01 09:13:20,41696654-02f9-4745-8e42-d8317e9d370c,EMP_1047,CLERK,BR_10,Initiate,2613001.0,ACC_2152,ACC_163,RTGS,d37c782b-0ee1-4c5c-a438-6306abcb332a,216.205.10.74,Second complaint this month: demanded bribe from small business owner.,Performance review withheld pending Ethics Committee decision.,1,1,169.5,122,NORMAL,9,0
2025-10-01 09:13:50,4839d919-7694-4800-9055-611e378ada73,EMP_1216,CLERK,BR_07,DB_Read,216008.79,ACC_5307,ACC_252,SYSTEM,888358b0-ea2e-4071-8b66-42569f39c908,10.7.60.120,Customer verified transaction manually. No issues reported.,Transferred to BR_05 on mutual request.,1,0,144.9,141,NORMAL,9,0
2025-10-01 09:15:00,c5933c07-9e24-40cc-9dc6-bdd0e8eeac4b,EMP_1047,CLERK,BR_10,Initiate,1352621.0,ACC_3591,ACC_380,NEFT,7cfaa2e2-5cc5-4dbd-807c-78fffc4c5991,10.10.65.187,Unauthorized debit reported by account holder.,Performance review withheld pending Ethics Committee decision.,1,1,225.1,95,NORMAL,9,0
2025-10-01 09:16:40,73c491fd-898c-4863-b298-35e6204912f8,EMP_1047,CLERK,BR_10,Initiate,1084646.0,ACC_2925,ACC_441,RTGS,80a02d9c-1e49-4544-a21d-0b865bb0c7e2,10.10.65.187,Account holder complained: demanded bribe and threatened to delay processing.,Employee under departmental inquiry for misconduct. Conduct unsatisfactory.,1,1,167.7,99,NORMAL,9,0
2025-10-01 09:17:22,c7c2fa8f-c3b0-40ca-99d4-8d74dcb633d5,EMP_1398,MANAGER,BR_19,Initiate,279541.8,ACC_9556,ACC_287,NEFT,96525d2c-3259-46d3-949b-a880fe7f394f,10.19.47.153,Customer query regarding statement. Clarified.,Promoted to Senior Clerk. Effective April 2026.,0,0,200.1,32,NORMAL,9,0
2025-10-01 09:18:20,aae07e8f-1c4d-4012-86fd-fe8f654d4ed0,EMP_1047,CLERK,BR_10,Initiate,2640672.0,ACC_3372,ACC_342,NEFT,b87a5681-e07b-4bb5-bfd4-e8e1598f8a45,10.10.22.103,Customer alleges forged signature on loan documents by bank official.,ALERT: Unusual bulk export of 50000 customer records to external IP detected.,1,1,43.3,128,NORMAL,9,0
2025-10-01 09:20:00,6ce2ff01-ced6-445f-a805-8281bb4802a9,EMP_1047,CLERK,BR_10,Initiate,1521092.0,ACC_2660,ACC_359,NEFT,d9ee2b85-2089-4f63-bcf1-311b33fc8223,10.10.105.18,"Formal complaint filed — demanded bribe, senior manager witness present.",Disciplinary proceedings initiated per Staff Regulation 14(3). Do not reassign.,1,1,150.1,96,NORMAL,9,0
2025-10-01 09:21:40,0d37021f-d8c1-4006-8aef-c064438d89dc,EMP_1047,CLERK,BR_10,Initiate,3514162.0,ACC_3128,ACC_476,RTGS,75018c71-7758-4211-a0ab-e500ed17bf41,10.10.194.211,"Formal complaint filed — demanded bribe, senior manager witness present.",HR flagged for integrity review. Loan file irregularities noted by internal audit.,1,1,89.0,82,NORMAL,9,0
2025-10-01 09:23:20,215e6803-0cc1-483e-96b3-60c56f2731fa,EMP_1047,CLERK,BR_10,Initiate,2467183.0,ACC_3880,ACC_555,RTGS,5b48a950-0415-4144-a751-0e993a14d5b5,10.10.79.71,"Customer reported that branch manager demanded bribe for loan approval. Amount: ₹50,000.",ALERT: Unusual bulk export of 50000 customer records to external IP detected.,1,1,297.8,125,NORMAL,9,0
2025-10-01 09:25:30,06090e13-c737-44d2-a09e-1e7822620f4e,EMP_1296,MANAGER,BR_10,Approve,1223096.0,ACC_3665,ACC_153,RTGS,35f566c6-5cc7-462a-9f09-a60d3e631a9d,10.3.181.174,Account holder complained: demanded bribe and threatened to delay processing.,CBI referral recommended by internal audit committee.,1,1,119.7,36,NORMAL,9,0
2025-10-01 09:26:21,b9d391b6-4be6-4691-893e-24e527789202,EMP_1393,MANAGER,BR_15,DB_Read,1820028.91,ACC_3711,ACC_307,SYSTEM,4c954eae-b887-47f0-b370-eecba58cb818,10.15.30.159,Customer query regarding statement. Clarified.,Completed CBS upgrade training.,1,0,185.0,47,FYE,9,0
2025-10-01 09:29:36,5fef09c1-74b9-40a8-a4a7-22372e3bcc84,EMP_1079,CLERK,BR_19,Initiate,252851.69,ACC_8717,ACC_291,RTGS,18c19929-4d2a-480e-8558-c4bab6010f26,10.19.71.69,IMPS transfer confirmed by customer.,Attended mandatory AML training.,1,0,263.5,108,FYE,9,0
2025-10-01 09:32:40,b536295b-1de2-4409-9c25-2ba9690c18ad,EMP_1198,CLERK,BR_01,DB_Read,75849.9,ACC_8124,ACC_561,SYSTEM,8936390f-b4e8-42c3-86bf-6350d0f9b257,10.1.49.101,Customer verified transaction manually. No issues reported.,Medical leave approved — 3 days.,1,0,33.7,95,NORMAL,9,0
2025-10-01 09:39:16,c580128c-a86f-4d71-8f52-198ef3e075ac,EMP_1305,CLERK,BR_01,DB_Read,483284.54,ACC_3949,ACC_321,SYSTEM,81527336-dbf4-4baa-befb-9e6e7ec90586,10.1.230.196,Customer verified transaction manually. No issues reported.,Attended mandatory AML training.,1,0,136.7,91,NORMAL,9,0
2025-10-01 09:40:15,1017a105-3f81-48cc-9059-0627e2c770f0,EMP_1271,CLERK,BR_03,DB_Read,135374.93,ACC_6464,ACC_105,SYSTEM,2fb6b320-071c-44ce-ace0-89155781ca0c,10.3.135.157,Customer verified transaction manually. No issues reported.,Completed CBS upgrade training.,1,0,43.4,115,NORMAL,9,0
2025-10-01 09:43:42,5b33f039-b6d3-41f9-a986-09387d3b3ad6,EMP_1394,IT_ADMIN,BR_10,DB_Read,897.0,ACC_8469,ACC_365,SYSTEM,cc986674-2449-4039-9b00-84a96273e8d2,10.10.201.136,KYC update verified. Documents in order.,Completed CBS upgrade training.,1,0,0.004,67603,NORMAL,9,0
2025-10-01 09:47:45,cbfb2704-2565-48e8-a113-d7a764131779,EMP_1027,CLERK,BR_10,DB_Read,307369.5,ACC_8163,ACC_371,SYSTEM,096b74ba-4089-4b3f-9eb6-511da105b83c,10.10.214.158,Account balance inquiry. Normal operation.,Transferred to BR_05 on mutual request.,1,0,73.9,128,NORMAL,9,0
2025-10-01 09:50:09,bd1b503e-e05e-4ca9-bd7c-a5e7fbb39a60,EMP_1393,MANAGER,BR_15,Approve,2628721.23,ACC_9949,ACC_595,NEFT,4c954eae-b887-47f0-b370-eecba58cb818,10.15.30.159,KYC update verified. Documents in order.,Annual leave approved.,1,0,276.1,31,NORMAL,9,0
2025-10-01 10:04:15,4a310e54-4a44-4842-bb95-a6143fadf175,EMP_1159,CLERK,BR_08,DB_Read,129255.25,ACC_3336,ACC_124,SYSTEM,da7b3da9-5d88-428d-b133-f8214dab9972,10.8.105.184,,,0,0,64.0,108,NORMAL,10,0
2025-10-01 10:15:12,33434b6f-33ee-4639-be45-0a46552b8879,EMP_1481,CLERK,BR_14,DB_Read,17870.11,ACC_7634,ACC_555,SYSTEM,91a28721-6ef4-44ba-ac8b-0ecd91d118fa,216.205.10.74,IMPS transfer confirmed by customer.,Promoted to Senior Clerk. Effective April 2026.,1,0,83.4,105,NORMAL,10,0
2025-10-01 10:19:50,7ed1f5c3-0ef4-43a0-938a-7fc1608c7877,EMP_1156,CLERK,BR_18,DB_Read,24104.59,ACC_1967,ACC_447,SYSTEM,44102a21-ef6e-4193-baed-229c31be8613,10.18.137.40,Standard NEFT processing — customer confirmed.,Target achieved for Q3 2025.,0,0,112.2,149,NORMAL,10,0
2025-10-01 10:21:06,c224cdc5-6933-42c8-b56f-9f48277ae0d0,EMP_1010,MANAGER,BR_13,DB_Read,248635.4,ACC_7058,ACC_505,SYSTEM,fc6c66ac-3838-4892-bbc9-e2f0734805e2,10.13.104.102,Customer query regarding statement. Clarified.,Medical leave approved — 3 days.,1,0,75.2,16,NORMAL,10,0
2025-10-01 10:21:54,c9905075-b060-494d-8562-c742b47765f0,EMP_1295,CLERK,BR_07,DB_Read,476765.5,ACC_5204,ACC_583,SYSTEM,682136b2-1287-4787-8ca8-b5067c7da075,10.7.71.123,,,1,0,164.1,100,NORMAL,10,0
2025-10-01 10:25:28,9a470d72-df42-4d0e-ad1d-c2d7f0b02210,EMP_1260,CLERK,BR_17,Initiate,56464.31,ACC_4757,ACC_235,UPI,f243b810-af86-45ab-850b-f43aa86bb7a1,10.17.106.151,,,1,0,43.8,104,NORMAL,10,0
2025-10-01 10:28:29,ceca4687-8001-48bf-9862-2a2a366801b6,EMP_1110,CLERK,BR_06,DB_Read,240151.12,ACC_4968,ACC_559,SYSTEM,4071fadc-c556-40c3-91e9-15f3fd9ec043,10.6.207.212,Customer verified transaction manually. No issues reported.,Target achieved for Q3 2025.,1,0,260.9,98,NORMAL,10,0
2025-10-01 10:30:57,95d97aac-cade-4788-9953-0e88a55006b9,EMP_1028,CLERK,BR_17,Initiate,364715.17,ACC_7941,ACC_135,RTGS,cd811227-6f9b-4912-a3f5-12f8f63a7a83,10.17.143.231,IMPS transfer confirmed by customer.,Annual leave approved.,1,0,197.7,133,NORMAL,10,0
2025-10-01 10:34:39,fe08f81a-88df-47e3-8323-ffc32a44f096,EMP_1064,CLERK,BR_11,Initiate,44303.03,ACC_8646,ACC_360,IMPS,7c109e1e-20ce-4960-9a7c-c3681f61d16b,10.11.192.48,,,1,0,122.6,108,NORMAL,10,0
2025-10-01 10:38:24,699b89cc-b706-4cba-9f30-8e0d91d134e7,EMP_1452,CLERK,BR_15,Initiate,175641.97,ACC_3376,ACC_450,UPI,1e40ac77-e05f-4ffa-aa58-3f59bb111f51,10.15.233.96,Customer query regarding statement. Clarified.,Medical leave approved — 3 days.,0,0,215.0,145,NORMAL,10,0
2025-10-01 10:39:21,770f6421-bc87-4af3-921d-fef380dd1d5b,EMP_1338,CLERK,BR_17,Initiate,172951.75,ACC_9251,ACC_417,IMPS,18c340d2-e02a-4e32-b8b3-917d07f9cb86,10.17.199.174,Customer verified transaction manually. No issues reported.,Medical leave approved — 3 days.,1,0,162.9,99,NORMAL,10,0
2025-10-01 10:40:45,1bedd91c-02c0-4f66-8f0c-920a713e0313,EMP_1051,CLERK,BR_20,Initiate,497834.63,ACC_3443,ACC_119,NEFT,85351e51-cf9b-4eb9-be8e-817d76c5fedc,10.20.192.72,,,1,0,152.8,121,NORMAL,10,0
2025-10-01 10:42:43,11176490-5bd9-4372-9ad6-c5d7bccc949e,EMP_1140,CLERK,BR_15,Initiate,97836.55,ACC_1065,ACC_484,UPI,0a70fc25-6505-4f0e-bd30-cadcdc7d05f0,10.15.118.18,,,1,0,104.6,81,NORMAL,10,0
2025-10-01 10:44:49,473fcdd9-e00d-4b97-9739-0ed4f51ff2e1,EMP_1195,CLERK,BR_09,DB_Read,96748.39,ACC_4809,ACC_586,SYSTEM,81f8019b-8688-4e22-a066-4a80a8ebbdd6,10.9.111.149,IMPS transfer confirmed by customer.,Completed CBS upgrade training.,1,0,246.7,118,NORMAL,10,0
2025-10-01 10:48:03,44abba43-1749-4c33-84c0-a5bfbe93c2ed,EMP_1379,CLERK,BR_19,Initiate,402441.18,ACC_5864,ACC_443,NEFT,4f61e6bb-2a1a-495e-9e5b-f33116b633f9,10.19.247.201,Minor delay in credit. Resolved within SLA.,Annual leave approved.,1,0,255.2,105,NORMAL,10,0
2025-10-01 10:49:16,a035deff-fc2b-4475-897d-5313ae9a9c50,EMP_1060,CLERK,BR_03,Initiate,344763.87,ACC_5811,ACC_166,NEFT,32dbb876-18e4-4208-9276-3a3a5aba9775,10.3.244.135,Loan EMI processed as per schedule.,Completed fraud awareness workshop.,1,0,187.0,133,NORMAL,10,0
2025-10-01 10:50:04,ae63d812-1669-49b5-9697-2341cce75d18,EMP_1432,CLERK,BR_08,DB_Read,323677.15,ACC_6822,ACC_244,SYSTEM,975f2e93-40aa-41c5-8d29-05c69ced69ba,10.8.250.24,,,1,0,155.0,82,NORMAL,10,0
2025-10-01 10:53:19,7a1e7662-0277-4776-8f51-5d6307bf3334,EMP_1038,CLERK,BR_13,Initiate,351970.53,ACC_7596,ACC_245,RTGS,1f73a1b4-9d44-42e1-9f53-f607d262d974,10.13.50.206,Account balance inquiry. Normal operation.,Transferred to BR_05 on mutual request.,1,0,36.9,112,NORMAL,10,0
2025-10-01 10:53:21,beaeeecd-1168-4707-b8e8-ad76d549c1c5,EMP_1003,CLERK,BR_14,DB_Read,276184.89,ACC_4787,ACC_585,SYSTEM,adb44370-8cc4-4279-9d80-84367c583b1f,10.14.180.44,Routine account inquiry. Resolved satisfactorily.,Completed fraud awareness workshop.,1,0,195.3,139,NORMAL,10,0
2025-10-01 10:54:00,2aeb3cf5-e5a5-4630-8cfa-aebc2c0c0a0d,EMP_1033,CLERK,BR_10,DB_Read,494333.0,ACC_8762,ACC_305,SYSTEM,ab12482b-ec9b-4b25-bf77-85542ef3d79d,10.10.79.71,IMPS transfer confirmed by customer.,Attended mandatory AML training.,1,0,72.0,89,NORMAL,10,0
2025-10-01 11:04:16,0308276a-9c12-403f-a0ea-3bf26f8851a8,EMP_1196,CLERK,BR_03,DB_Read,472473.35,ACC_2018,ACC_512,SYSTEM,a7a08aa3-74b8-4b34-89a8-088505675cdc,10.3.247.50,Routine account inquiry. Resolved satisfactorily.,Medical leave approved — 3 days.,1,0,44.9,122,FYE,11,0
2025-10-01 11:05:40,c5310d2e-6485-41ea-a3c3-458e6d8007a8,EMP_1326,CLERK,BR_08,DB_Read,488065.34,ACC_4310,ACC_466,SYSTEM,e1300e0f-0982-4965-b54f-7d01afb20161,10.8.167.219,Loan EMI processed as per schedule.,Medical leave approved — 3 days.,1,0,164.2,99,NORMAL,11,0
2025-10-01 11:06:57,f0ea6a83-8642-4c7b-910c-530495fe27c4,EMP_1004,CLERK,BR_12,DB_Read,56060.31,ACC_8227,ACC_194,SYSTEM,c4db3f9d-da11-4484-bceb-67ce5f9ae352,10.12.37.49,Routine account inquiry. Resolved satisfactorily.,Transferred to BR_05 on mutual request.,1,0,60.3,117,NORMAL,11,0
2025-10-01 11:14:03,cfb0fb51-6026-40e0-b7a4-9b2d90816427,EMP_1288,CLERK,BR_11,DB_Read,133909.66,ACC_5282,ACC_384,SYSTEM,3db5888c-a5e2-4702-9e27-302e693620db,10.11.218.143,Customer query regarding statement. Clarified.,Attended mandatory AML training.,0,0,47.4,117,NORMAL,11,0
2025-10-01 11:19:59,fbd51071-f072-4024-9ca0-8e471425ce27,EMP_1234,CLERK,BR_03,Initiate,250527.88,ACC_4465,ACC_369,RTGS,c06a0202-fddc-4494-9954-3dc005879b4c,10.3.247.50,Customer query regarding statement. Clarified.,Target achieved for Q3 2025.,0,0,289.6,122,NORMAL,11,0
2025-10-01 11:21:16,189c641c-bbca-4c7a-96ec-19004b286733,EMP_1330,CLERK,BR_04,DB_Read,134355.21,ACC_4302,ACC_500,SYSTEM,a8c89363-94f4-48e0-a314-de686300855a,10.4.122.63,Minor delay in credit. Resolved within SLA.,Attended mandatory AML training.,1,0,201.3,105,NORMAL,11,0
2025-10-01 11:22:52,8a981c0d-540e-4a46-bfc8-92e1b9292303,EMP_1076,CLERK,BR_03,Initiate,58195.36,ACC_3882,ACC_187,IMPS,cfcd73aa-588e-4426-a120-8cc7def1af7f,10.3.88.118,Standard NEFT processing — customer confirmed.,Completed CBS upgrade training.,1,0,126.4,137,QUARTER_END,11,0
2025-10-01 11:23:16,e362a9bc-ed64-417a-8c6f-985ccdf0f139,EMP_1178,MANAGER,BR_01,DB_Read,1326972.15,ACC_9318,ACC_321,SYSTEM,add12247-969d-4856-ae0c-af4e70189c2e,10.1.173.143,Standard NEFT processing — customer confirmed.,Promoted to Senior Clerk. Effective April 2026.,1,0,80.6,17,NORMAL,11,0
2025-10-01 11:24:04,315d5e98-b80f-4702-8e36-7e5ae8827012,EMP_1454,MANAGER,BR_20,Approve,1511219.88,ACC_6796,ACC_133,NEFT,53bfd18d-9413-47bf-986e-837b657ec034,10.20.164.155,Routine account inquiry. Resolved satisfactorily.,Attended mandatory AML training.,1,0,133.3,15,NORMAL,11,0
2025-10-01 11:27:35,1930adc6-44d6-4162-bd6d-cd8d75e75a2a,EMP_1437,CLERK,BR_02,Initiate,64603.14,ACC_5751,ACC_339,NEFT,81f82b64-6e97-49a1-9b60-505328f218e1,10.2.194.38,Account balance inquiry. Normal operation.,Target achieved for Q3 2025.,0,0,275.0,145,NORMAL,11,0
2025-10-01 11:28:00,0314dd89-b9be-4a19-a21c-c579ed9dd0cd,EMP_1001,MANAGER,BR_04,Approve,592742.0,ACC_7773,ACC_205,NEFT,e735c14b-2674-4d8a-85f1-b14a5d7711cf,208.244.25.77,Account holder complained: demanded bribe and threatened to delay processing.,CBI referral recommended by internal audit committee.,1,1,268.2,43,QUARTER_END,11,0
2025-10-01 11:31:05,d2afaf32-662a-430d-b3c7-2f92fb614d80,EMP_1260,CLERK,BR_17,DB_Read,428310.17,ACC_1990,ACC_234,SYSTEM,412e54a3-3971-49d5-8af9-e97f5e1c53a6,10.17.106.151,KYC update verified. Documents in order.,Attended mandatory AML training.,1,0,151.2,129,NORMAL,11,0
2025-10-01 11:31:07,1e14ef4d-cc0b-441d-8df5-bb54831433f3,EMP_1034,CLERK,BR_18,DB_Read,88133.14,ACC_8904,ACC_454,SYSTEM,f3ba442f-25f8-47a3-b150-f4f39922297e,10.18.229.143,,,1,0,281.9,114,NORMAL,11,0
2025-10-01 11:36:25,078b0142-d5de-478a-b682-1bf40f90d3c8,EMP_1242,CLERK,BR_02,Initiate,134209.43,ACC_6867,ACC_293,NEFT,4064ce7f-4464-4288-81fa-ff7ecb45df2a,10.2.153.122,Account balance inquiry. Normal operation.,Promoted to Senior Clerk. Effective April 2026.,1,0,169.4,91,NORMAL,11,0
2025-10-01 11:37:26,cc203b0b-9f32-4f96-b2b7-9a9097f1c550,EMP_1193,MANAGER,BR_09,Initiate,245298.62,ACC_1533,ACC_117,RTGS,a0e96733-2e1e-4522-8525-6f64fc0f5eea,10.9.215.96,Loan EMI processed as per schedule.,Promoted to Senior Clerk. Effective April 2026.,1,0,299.2,34,NORMAL,11,0
2025-10-01 11:37:49,bea05b0f-4369-48ab-b231-11e9583a393f,EMP_1258,CLERK,BR_14,DB_Read,59003.68,ACC_4016,ACC_574,SYSTEM,ae067372-e326-45d4-9ed3-3fe6d7ff5604,10.14.194.146,Customer query regarding statement. Clarified.,Target achieved for Q3 2025.,1,0,156.1,100,NORMAL,11,0
2025-10-01 11:47:45,fd8feda1-9e4e-45d4-9f71-8b5350c8d5eb,EMP_1199,MANAGER,BR_18,Approve,941550.76,ACC_7235,ACC_580,NEFT,8372c322-df88-4eae-85f4-c899710b9a55,10.18.116.92,Standard NEFT processing — customer confirmed.,Medical leave approved — 3 days.,1,0,287.9,31,NORMAL,11,0
2025-10-01 11:53:00,dfaa11ed-55f6-48c8-9cbc-88e7135d124a,EMP_1234,CLERK,BR_03,DB_Read,158373.51,ACC_5978,ACC_515,SYSTEM,e772a476-68db-4989-ba26-f4aa488af941,10.3.135.157,Routine account inquiry. Resolved satisfactorily.,Completed fraud awareness workshop.,0,0,211.8,127,NORMAL,11,0
2025-10-01 11:56:50,91060c7c-53e0-4f88-a1a5-908d361ccf48,EMP_1377,CLERK,BR_05,DB_Read,352572.91,ACC_7292,ACC_379,SYSTEM,26fbb313-7583-431f-97f6-ae34cd0242fb,122.57.188.12,,,1,0,120.9,92,NORMAL,11,0
2025-10-01 11:58:23,a91b1490-063e-49c5-bb1c-97ee625db4e1,EMP_1310,CLERK,BR_08,DB_Read,326372.53,ACC_7270,ACC_334,SYSTEM,c61c4daf-bd77-471d-821b-4bd62f39164f,10.8.226.30,,,1,0,152.4,130,NORMAL,11,0
2025-10-01 12:10:33,1270e341-19f9-492f-be4d-cbaacd732e40,EMP_1461,CLERK,BR_03,Initiate,304778.9,ACC_6251,ACC_211,RTGS,341fdd55-f1f8-46e3-accc-9c10e29c9030,10.3.31.181,Minor delay in credit. Resolved within SLA.,Transferred to BR_05 on mutual request.,1,0,291.6,95,NORMAL,12,0
