timestamp,emp_id,emp_class,branch_id,action_type,transfer_channel,account_touched,amount,session_id,sequence_id,ip_address,is_fraud_flag,dwell_time_seconds,records_accessed,login_hour,off_hours_flag
2025-10-01 09:20:00,EMP_1047,CLERK,BR_10,Initiate,NEFT,ACC_2660,1521092.0,9286a00d-5265-4ba1-a6f7-decc3b23d040,13,10.10.152.119,1,146.8,2034,9,0
2025-10-01 09:21:40,EMP_1047,CLERK,BR_10,Initiate,RTGS,ACC_3128,3514162.0,6c82c2ad-ab55-4c10-acf0-2ec4d49d1d71,14,10.10.152.119,1,122.2,2839,9,0
2025-10-01 09:23:20,EMP_1047,CLERK,BR_10,Initiate,RTGS,ACC_3880,2467183.0,6c82c2ad-ab55-4c10-acf0-2ec4d49d1d71,15,10.10.152.119,1,59.9,2430,9,0
2025-10-01 09:25:30,EMP_1296,MANAGER,BR_10,Approve,RTGS,ACC_3665,1223096.0,6d1d3cca-02f0-4e3f-8664-bb035b6e3cf8,1,10.10.17.115,1,122.0,372,9,0
2025-10-01 09:26:21,EMP_1393,MANAGER,BR_15,DB_Read,SYSTEM,ACC_3711,1820028.91,aa302512-0da0-49ec-a5e1-ba3a93d0bea7,1,10.15.3.137,0,219.5,32,9,0
2025-10-01 09:29:36,EMP_1079,CLERK,BR_19,Initiate,RTGS,ACC_8717,252851.69,4d07c6b5-e40d-478a-931b-cae91add5929,1,10.19.13.23,0,141.3,109,9,0
2025-10-01 09:32:40,EMP_1198,CLERK,BR_01,DB_Read,SYSTEM,ACC_8124,75849.9,acfd0d8f-2bbe-4157-87a9-f89bf4f42ea3,1,10.1.73.51,0,198.3,128,9,0
2025-10-01 09:39:16,EMP_1305,CLERK,BR_01,DB_Read,SYSTEM,ACC_3949,483284.54,81527336-dbf4-4baa-befb-9e6e7ec90586,1,10.1.205.129,0,46.1,98,9,0
2025-10-01 09:40:15,EMP_1271,CLERK,BR_03,DB_Read,SYSTEM,ACC_6464,135374.93,4e3c8536-01fb-419a-92b1-0167c1bb5f4a,1,10.3.181.174,0,296.2,94,9,0
2025-10-01 09:43:42,EMP_1394,IT_ADMIN,BR_10,DB_Read,SYSTEM,ACC_8469,0.0,3e13b0f0-7e5c-413f-832e-feeeff60049f,1,10.10.214.158,0,0.0071,93694,9,0
2025-10-01 09:47:45,EMP_1027,CLERK,BR_10,DB_Read,SYSTEM,ACC_8163,307369.5,822db1ad-31ca-473f-a97a-0632d2691af8,1,10.10.65.187,0,124.8,114,9,0
2025-10-01 09:50:09,EMP_1393,MANAGER,BR_15,Approve,NEFT,ACC_9949,2628721.23,b14d7ad0-9a67-4787-ae64-7c433b80ce17,2,10.15.3.137,0,46.6,27,9,0
2025-10-01 10:04:15,EMP_1159,CLERK,BR_08,DB_Read,SYSTEM,ACC_3336,129255.25,b1323e75-9cad-42f8-80af-75cf789f87a6,1,10.8.29.144,0,244.0,83,10,0
2025-10-01 10:15:12,EMP_1481,CLERK,BR_14,DB_Read,SYSTEM,ACC_7634,17870.11,8358eed3-2bb5-40e3-aa98-f13fd965e43f,1,10.14.30.135,0,220.3,144,10,0
2025-10-01 10:19:50,EMP_1156,CLERK,BR_18,DB_Read,SYSTEM,ACC_1967,24104.59,18202363-ede2-42a0-98ba-f98e8718e459,1,10.18.95.111,0,116.5,104,10,0
2025-10-01 10:21:06,EMP_1010,MANAGER,BR_13,DB_Read,SYSTEM,ACC_7058,248635.4,fd10b087-2ee9-41a3-87cd-0d74e36973ae,1,10.13.240.195,0,280.1,15,10,0
2025-10-01 10:21:54,EMP_1295,CLERK,BR_07,DB_Read,SYSTEM,ACC_5204,476765.5,73df6b0e-5ad5-4ada-9cc5-e12114adea97,1,10.7.165.240,0,131.3,97,10,0
2025-10-01 10:25:28,EMP_1260,CLERK,BR_17,Initiate,UPI,ACC_4757,56464.31,14c3a38a-d0f4-4648-beec-6908750b42e4,1,10.17.38.88,0,79.0,118,10,0
2025-10-01 10:28:29,EMP_1110,CLERK,BR_06,DB_Read,SYSTEM,ACC_4968,240151.12,08738bfb-b228-4f24-afbd-f086c9b909ae,1,10.6.207.212,0,178.7,117,10,0
2025-10-01 10:30:57,EMP_1028,CLERK,BR_17,Initiate,RTGS,ACC_7941,364715.17,3602adfc-3efd-46f0-8917-4cb7f90c0773,1,10.17.167.8,0,61.8,110,10,0
2025-10-01 10:34:39,EMP_1064,CLERK,BR_11,Initiate,IMPS,ACC_8646,44303.03,16a3c2ea-9d6a-4b00-988e-974ddd7513c5,1,10.11.218.143,0,204.4,112,10,0
2025-10-01 10:38:24,EMP_1452,CLERK,BR_15,Initiate,UPI,ACC_3376,175641.97,1e40ac77-e05f-4ffa-aa58-3f59bb111f51,1,10.15.181.69,0,36.9,116,10,0
2025-10-01 10:39:21,EMP_1338,CLERK,BR_17,Initiate,IMPS,ACC_9251,172951.75,0b0f94dd-6afb-458c-aebb-36beee4517f4,1,10.17.143.231,0,150.3,85,10,0
2025-10-01 10:40:45,EMP_1051,CLERK,BR_20,Initiate,NEFT,ACC_3443,497834.63,a6cf3a17-2e7c-4acf-a0db-8b8287797fae,2,10.20.126.185,0,219.9,125,10,0
2025-10-01 10:42:43,EMP_1140,CLERK,BR_15,Initiate,UPI,ACC_1065,97836.55,3f396d55-279f-44ca-977d-3579948b0749,1,10.15.3.137,0,287.4,124,10,0
2025-10-01 10:44:49,EMP_1195,CLERK,BR_09,DB_Read,SYSTEM,ACC_4809,96748.39,18619cb9-46fe-49dc-992e-3f4e33e67a05,1,10.9.11.102,0,144.5,120,10,0
2025-10-01 10:48:03,EMP_1379,CLERK,BR_19,Initiate,NEFT,ACC_5864,402441.18,fc5a4ef0-490f-4af5-a962-456e36bbd913,1,10.19.124.147,0,45.2,128,10,0
2025-10-01 10:49:16,EMP_1060,CLERK,BR_03,Initiate,NEFT,ACC_5811,344763.87,cfda62f7-e110-4fbc-bd65-4273aa555c0e,1,10.3.147.181,0,228.6,124,10,0
2025-10-01 10:50:04,EMP_1432,CLERK,BR_08,DB_Read,SYSTEM,ACC_6822,323677.15,3a85dec3-96f0-4b20-8bde-f4cd664c7fe7,1,10.8.226.30,0,264.1,100,10,0
2025-10-01 10:53:19,EMP_1038,CLERK,BR_13,Initiate,RTGS,ACC_7596,351970.53,4382e5d3-64c0-4e34-b32d-a45a661afdf5,1,10.13.160.106,0,134.3,126,10,0
2025-10-01 10:53:21,EMP_1003,CLERK,BR_14,DB_Read,SYSTEM,ACC_4787,276184.89,6681360e-b48d-4976-b5db-d09008bb05be,1,10.14.250.48,0,62.3,98,10,0
2025-10-01 10:54:00,EMP_1033,CLERK,BR_10,DB_Read,SYSTEM,ACC_8762,494333.0,dc586e36-82ea-46c2-bac6-aa902befac65,1,10.10.194.211,0,74.5,91,10,0
2025-10-01 11:04:16,EMP_1196,CLERK,BR_03,DB_Read,SYSTEM,ACC_2018,472473.35,e4a1da65-4c2b-4f67-acb3-0f8b4eea0962,1,10.3.152.198,0,102.7,135,11,0
2025-10-01 11:05:40,EMP_1326,CLERK,BR_08,DB_Read,SYSTEM,ACC_4310,488065.34,d4edc6a2-8977-416e-8143-f0d9e1e6f21e,1,10.8.76.43,0,245.6,128,11,0
2025-10-01 11:06:57,EMP_1004,CLERK,BR_12,DB_Read,SYSTEM,ACC_8227,56060.31,f4e549c4-8eb1-4a10-9936-1bb65ee2b42c,1,10.12.40.237,0,171.5,149,11,0
2025-10-01 11:14:03,EMP_1288,CLERK,BR_11,DB_Read,SYSTEM,ACC_5282,133909.66,8820ab4f-d18d-4fe3-8d84-e95a2d8fb483,1,10.11.224.60,0,199.5,90,11,0
2025-10-01 11:19:59,EMP_1234,CLERK,BR_03,Initiate,RTGS,ACC_4465,250527.88,34017fcd-5b06-4289-8045-5286a94d7890,1,10.3.104.106,0,252.1,137,11,0
2025-10-01 11:21:16,EMP_1330,CLERK,BR_04,DB_Read,SYSTEM,ACC_4302,134355.21,18ecbef9-0b55-4e82-9873-51a4a5127d9d,1,10.4.40.89,0,125.5,93,11,0
2025-10-01 11:22:52,EMP_1076,CLERK,BR_03,Initiate,IMPS,ACC_3882,58195.36,4f720b3b-4c28-43d6-b1c2-4e3960685135,1,10.3.152.58,0,178.2,126,11,0
2025-10-01 11:23:16,EMP_1178,MANAGER,BR_01,DB_Read,SYSTEM,ACC_9318,1326972.15,81ab316f-7d49-4440-860e-08710ad06b69,1,10.1.20.12,0,62.6,27,11,0
2025-10-01 11:24:04,EMP_1454,MANAGER,BR_20,Approve,NEFT,ACC_6796,1511219.88,0faa0f42-a053-4823-9e41-da0837030a99,1,10.20.251.248,0,134.6,35,11,0
2025-10-01 11:27:35,EMP_1437,CLERK,BR_02,Initiate,NEFT,ACC_5751,64603.14,2aff17ee-8f20-4bfe-98bb-3c97bab8193f,1,10.2.242.68,0,52.7,82,11,0
2025-10-01 11:28:00,EMP_1001,MANAGER,BR_04,Approve,NEFT,ACC_7773,592742.0,b501a13d-5495-4f7e-8bf8-62a159ba2e1e,1,10.4.119.14,1,58.5,437,11,0
2025-10-01 11:31:05,EMP_1260,CLERK,BR_17,DB_Read,SYSTEM,ACC_1990,428310.17,3fde181e-9784-4d77-b6e0-65769594c786,2,10.17.73.193,0,166.6,99,11,0
2025-10-01 11:31:07,EMP_1034,CLERK,BR_18,DB_Read,SYSTEM,ACC_8904,88133.14,507c5836-36ee-4b66-bfc7-fd918c563fbd,1,85.138.195.222,0,74.1,124,11,0
2025-10-01 11:36:25,EMP_1242,CLERK,BR_02,Initiate,NEFT,ACC_6867,134209.43,e84e2eed-f06c-47d1-965b-5891350965da,1,10.2.242.68,0,296.6,104,11,0
2025-10-01 11:37:26,EMP_1193,MANAGER,BR_09,Initiate,RTGS,ACC_1533,245298.62,616ec54d-bf00-4318-a376-fda049a75287,1,10.9.32.139,0,147.6,42,11,0
2025-10-01 11:37:49,EMP_1258,CLERK,BR_14,DB_Read,SYSTEM,ACC_4016,59003.68,f170f830-6e9c-4c27-867d-fd766ff78435,1,10.14.194.146,0,166.5,146,11,0
2025-10-01 11:47:45,EMP_1199,MANAGER,BR_18,Approve,NEFT,ACC_7235,941550.76,fe5bed95-ad38-4542-99e0-fc456ec0490b,1,10.18.230.126,0,248.6,20,11,0
2025-10-01 11:53:00,EMP_1234,CLERK,BR_03,DB_Read,SYSTEM,ACC_5978,158373.51,f2172fd5-428b-4943-97c4-e052fc2fa8ab,2,216.205.10.74,0,294.7,127,11,0
2025-10-01 11:56:50,EMP_1377,CLERK,BR_05,DB_Read,SYSTEM,ACC_7292,352572.91,d847002b-3442-478e-8c21-102024016055,1,10.5.90.240,0,106.2,117,11,0
2025-10-01 11:58:23,EMP_1310,CLERK,BR_08,DB_Read,SYSTEM,ACC_7270,326372.53,849b97cb-3b13-462e-80e3-9a7e1c27dc17,1,10.8.250.24,0,218.9,112,11,0
2025-10-01 12:10:33,EMP_1461,CLERK,BR_03,Initiate,RTGS,ACC_6251,304778.9,e15160b0-e4ce-41da-9a2d-492cf36927a2,1,10.3.135.157,0,251.9,101,12,0
2025-10-01 12:13:14,EMP_1384,CLERK,BR_18,Initiate,UPI,ACC_3503,5868.89,718e1e07-8841-48e0-8e02-817338911fee,1,10.18.157.114,0,88.5,114,12,0
2025-10-01 12:22:52,EMP_1221,MANAGER,BR_20,Approve,NEFT,ACC_8868,1053203.55,71c569fb-7a59-47e0-a904-f0e4fd8c66d9,1,10.20.171.111,0,299.5,17,12,0
2025-10-01 12:23:38,EMP_1069,MANAGER,BR_07,DB_Read,SYSTEM,ACC_6336,1858448.81,6565c6f6-1996-4483-9f22-849983ec8ae4,1,10.7.113.57,0,69.6,45,12,0
2025-10-01 12:29:00,EMP_1154,CLERK,BR_13,Initiate,IMPS,ACC_5876,195781.38,54a9ba43-5cc5-4440-94e9-1cab003784c4,1,10.13.122.142,0,98.1,109,12,0
2025-10-01 12:32:50,EMP_1056,CLERK,BR_07,DB_Read,SYSTEM,ACC_1776,291749.34,8c7290ab-d909-4468-9b1c-ec93af8aea9b,1,10.7.151.95,0,216.7,95,12,0
2025-10-01 12:46:44,EMP_1348,CLERK,BR_01,Initiate,NEFT,ACC_4070,59668.65,7108de4b-3ea8-484e-a410-c90968048848,1,10.1.49.101,0,88.8,87,12,0
2025-10-01 12:48:44,EMP_1444,MANAGER,BR_04,Initiate,NEFT,ACC_2661,102164.92,98eb8ba6-e0c7-4680-a7bf-217b10625a97,1,10.4.245.55,0,142.8,28,12,0
2025-10-01 12:48:45,EMP_1477,CLERK,BR_16,Initiate,NEFT,ACC_5530,30142.85,e1fbdde5-22df-4f1e-8fee-099dd628b137,1,10.16.38.176,0,85.2,150,12,0
2025-10-01 12:50:34,EMP_1043,CLERK,BR_13,DB_Read,SYSTEM,ACC_9335,205590.39,ffb3baeb-baaa-49bd-bf9f-92f6a9f82c06,1,10.13.254.120,0,123.6,93,12,0
2025-10-01 12:55:28,EMP_1178,MANAGER,BR_01,DB_Read,SYSTEM,ACC_2585,1480567.02,5c8ecfb5-7367-4d52-a95c-3f87ce866ed0,2,10.1.73.51,0,213.0,28,12,0
2025-10-01 12:56:29,EMP_1117,CLERK,BR_16,Initiate,NEFT,ACC_8225,416931.5,4f4ef1f5-752c-4c5e-ac4f-78ef8bfc7064,1,10.16.169.145,0,210.1,126,12,0
2025-10-01 12:59:06,EMP_1032,CLERK,BR_13,DB_Read,SYSTEM,ACC_1729,488111.05,5c3f676b-2c07-4229-9e49-e52a39a297ac,1,10.13.7.55,0,31.7,150,12,0
2025-10-01 13:00:00,EMP_1009,CLERK,BR_04,Initiate,UPI,ACC_8000,485275.0,0a5e2fef-4516-4daa-a8b9-ddccdeb0c711,1,10.4.122.63,0,126.3,2156,13,0
2025-10-01 13:03:00,EMP_1009,CLERK,BR_04,Initiate,UPI,ACC_8001,195421.0,2b97608b-00ef-4144-ae57-13c23df18211,2,10.4.122.63,1,123.0,3059,13,0
2025-10-01 13:06:00,EMP_1009,CLERK,BR_04,Initiate,UPI,ACC_8002,215119.0,bc1020b9-5b39-46c0-bae5-7115fef07f67,3,10.4.122.63,1,147.8,2674,13,0
2025-10-01 13:07:21,EMP_1034,CLERK,BR_18,Initiate,NEFT,ACC_4475,307377.98,e1c5defe-3e83-45c7-aa90-3622c10ea4f2,2,10.18.37.22,0,204.3,148,13,0
2025-10-01 13:09:00,EMP_1009,CLERK,BR_04,Initiate,UPI,ACC_8003,439763.0,a814fb57-811e-46e2-9161-ef2089cdae70,4,10.4.122.63,1,78.7,2544,13,0
2025-10-01 13:10:23,EMP_1386,MANAGER,BR_20,Approve,RTGS,ACC_8230,2461401.91,bf1c6f62-5ae7-4ce9-b44a-712c0ecfd953,1,10.20.171.111,0,95.8,38,13,0
2025-10-01 13:11:38,EMP_1387,CLERK,BR_20,DB_Read,SYSTEM,ACC_2513,443299.67,4abfab9e-465b-45c6-98b3-00637613cbd9,1,10.20.203.248,0,207.7,125,13,0
2025-10-01 13:12:00,EMP_1009,CLERK,BR_04,Initiate,UPI,ACC_8004,197953.0,002d1f52-baa4-4293-bb38-83e1ccfc3460,5,10.4.122.63,0,161.9,4673,13,0
2025-10-01 13:15:00,EMP_1009,CLERK,BR_04,Initiate,UPI,ACC_8005,122892.0,2e64454c-f64c-402f-96dd-8371afa649c2,6,10.4.122.63,1,87.2,2557,13,0
2025-10-01 13:18:00,EMP_1009,CLERK,BR_04,Initiate,UPI,ACC_8006,367652.0,26764e21-c7cd-4d87-86bc-c68a32126ef0,7,10.4.122.63,1,73.8,2120,13,0
2025-10-01 13:20:36,EMP_1177,CLERK,BR_19,Initiate,RTGS,ACC_7114,258982.87,c6b238cc-2996-42f0-a524-1d3c0faa7efe,2,10.19.252.38,0,130.2,83,13,0
2025-10-01 13:21:00,EMP_1009,CLERK,BR_04,Initiate,UPI,ACC_8007,420385.0,b49d70a5-98ae-4231-8874-1d86e7febfaa,8,10.4.122.63,0,72.4,3979,13,0
2025-10-01 13:21:53,EMP_1013,CLERK,BR_09,Initiate,UPI,ACC_6373,165842.59,1c882fb9-62e0-43f5-a94b-47bf726da5de,1,10.9.69.197,1,125.8,126,13,0
2025-10-01 13:24:00,EMP_1009,CLERK,BR_04,Initiate,UPI,ACC_8008,487278.0,f1cfb7a6-d25f-44a2-8068-1fa23f55d0ae,9,10.4.122.63,1,118.6,3433,13,0
2025-10-01 13:27:00,EMP_1009,CLERK,BR_04,Initiate,UPI,ACC_8009,471118.0,c35812da-ee6e-4d9d-93f9-fd4a0df477f0,10,10.4.122.63,1,172.2,3402,13,0
2025-10-01 13:28:49,EMP_1023,MANAGER,BR_11,Approve,NEFT,ACC_8369,1460745.42,1469c761-24da-4341-8583-15f1e4fe0fab,1,10.11.76.77,0,56.3,49,13,0
2025-10-01 13:32:03,EMP_1464,CLERK,BR_19,DB_Read,SYSTEM,ACC_8109,159260.91,dc5485f8-36fb-429b-b059-dfb6fe8d12ee,1,10.19.197.4,0,293.7,134,13,0
2025-10-01 13:41:50,EMP_1475,CLERK,BR_19,Initiate,UPI,ACC_2529,166463.86,e7f95f55-8dbc-4800-a4fe-2948704defb8,1,10.19.166.222,0,47.8,143,13,0
2025-10-01 13:41:59,EMP_1255,CLERK,BR_12,Initiate,RTGS,ACC_1127,480223.73,3c750d1a-8398-4577-8273-2a373c78159e,1,10.12.40.237,0,143.6,135,13,0
2025-10-01 13:43:39,EMP_1081,CLERK,BR_13,DB_Read,SYSTEM,ACC_3708,446576.02,d922ebbc-49e6-4773-9c9b-5ca5614ee23f,1,10.13.23.145,0,147.1,144,13,0
2025-10-01 13:44:26,EMP_1012,CLERK,BR_07,DB_Read,SYSTEM,ACC_3413,368265.76,51b8db6d-a8fa-4cd1-89b1-1084a780dccb,1,10.7.78.117,0,89.3,97,13,0
2025-10-01 13:46:35,EMP_1393,MANAGER,BR_15,Initiate,RTGS,ACC_3288,2835460.85,88f9820b-116e-4df6-97c0-2eefb49874fb,3,146.195.110.208,0,179.5,25,13,0
2025-10-01 13:53:51,EMP_1120,CLERK,BR_15,Initiate,NEFT,ACC_3330,201541.82,c6740480-bb75-4186-8ab7-69510861ded2,1,10.15.3.137,0,53.8,109,13,0
2025-10-01 13:57:53,EMP_1296,MANAGER,BR_03,DB_Read,SYSTEM,ACC_4843,2299562.2,eaacb3e6-7e21-41c9-9521-c7f696181d12,2,10.3.250.82,0,42.6,15,13,0
2025-10-01 13:59:39,EMP_1041,CLERK,BR_19,DB_Read,SYSTEM,ACC_1311,289105.03,c54c5864-ccdd-4322-bfa0-2adcdff76ef9,1,10.19.252.38,0,181.2,80,13,0
2025-10-01 14:00:00,EMP_1113,CLERK,BR_09,ATM_Withdrawal,ATM,CUST_ATM_001,9994.7,22d2688b-f442-4c24-b2c9-85da0d79da12,1,10.9.11.102,1,126.4,3269,14,0
2025-10-01 14:04:44,EMP_1400,CLERK,BR_02,Initiate,RTGS,ACC_4509,475198.29,02f78197-6626-4616-8232-48eb6a42007d,1,10.2.116.185,0,139.5,136,14,0
2025-10-01 14:05:06,EMP_1494,CLERK,BR_03,DB_Read,SYSTEM,ACC_9004,242444.21,5e8bfb27-3bef-4193-ba0b-0559f4d8a897,1,10.3.152.58,0,244.0,89,14,0
2025-10-01 14:05:48,EMP_1433,CLERK,BR_05,DB_Read,SYSTEM,ACC_6188,377484.84,6b2ed8ec-f36b-425d-a8ec-04148f461b62,1,10.5.45.167,0,174.5,102,14,0
2025-10-01 14:06:41,EMP_1414,MANAGER,BR_14,Approve,NEFT,ACC_6365,1941949.41,87d3f2b2-9a50-437f-8939-2108df677d94,1,10.14.168.59,0,87.8,28,14,0
2025-10-01 14:09:15,EMP_1197,CLERK,BR_16,Initiate,RTGS,ACC_1053,387057.16,1a2ef5c3-e3e1-48fa-b443-d1439959ba75,1,10.16.191.246,0,116.7,116,14,0
2025-10-01 14:10:23,EMP_1494,CLERK,BR_03,DB_Read,SYSTEM,ACC_6466,73464.48,33c8cede-71c9-44b2-9232-c55a21b305dd,2,10.3.181.174,0,226.3,113,14,0
2025-10-01 14:11:56,EMP_1367,CLERK,BR_02,DB_Read,SYSTEM,ACC_4501,303055.04,55442acd-c45e-4375-995e-91fd4d06251c,1,10.2.169.173,0,128.6,144,14,0
2025-10-01 14:12:01,EMP_1483,CLERK,BR_11,DB_Read,SYSTEM,ACC_5656,87031.04,c0f1a1dd-213e-42d8-9816-422fed3da6ad,1,10.11.111.194,0,137.0,136,14,0
2025-10-01 14:14:00,EMP_1113,CLERK,BR_09,ATM_Withdrawal,ATM,CUST_ATM_001,9890.96,f04ef6ea-962d-4ccd-af12-8dfb9411b983,2,10.9.11.102,1,136.7,3976,14,0
2025-10-01 14:14:31,EMP_1450,CLERK,BR_18,Initiate,RTGS,ACC_2036,432691.0,35dab296-9187-45c4-88ea-3b9c1146a4db,1,10.18.95.111,0,93.2,107,14,0
2025-10-01 14:16:14,EMP_1418,CLERK,BR_10,DB_Read,SYSTEM,ACC_5338,396910.48,fb992a83-b452-4b6d-b38e-87eb04af27ce,1,10.10.105.18,0,102.4,141,14,0
2025-10-01 14:22:04,EMP_1039,CLERK,BR_06,Initiate,NEFT,ACC_3008,425383.23,c1e99f37-dec8-415c-8d08-af503c10c8d8,1,10.6.252.228,0,52.6,118,14,0
2025-10-01 14:28:00,EMP_1113,CLERK,BR_09,ATM_Withdrawal,ATM,CUST_ATM_001,9679.56,5a1ce4bb-13eb-4348-aa4a-95749fdd753a,3,10.9.11.102,1,68.5,3267,14,0
2025-10-01 14:31:09,EMP_1355,MANAGER,BR_10,DB_Read,SYSTEM,ACC_9395,1377449.35,7799f593-e027-4839-a3f4-fe588bb24d22,1,10.10.235.89,0,260.2,22,14,0
2025-10-01 14:37:20,EMP_1283,MANAGER,BR_06,Approve,RTGS,ACC_3017,310246.81,050c3b89-e6e3-4c56-a900-a4acdbf170b2,1,10.6.151.146,0,141.9,34,14,0
2025-10-01 14:42:00,EMP_1113,CLERK,BR_09,ATM_Withdrawal,ATM,CUST_ATM_001,9772.26,1c2c165e-81a9-4936-8abb-044e357471bd,4,10.9.11.102,1,177.2,2739,14,0
